Id,Comment,Attack
63,"I moved this one off the page:NEWLINE_TOKENNEWLINE_TOKEN:A common misconception is that affirmative action is automatically synomous with benefits for minorities. However, majority groups have been afforded affirmative-action advantages, such as for the Fijians in Fiji, and the Malays in Malaysia.NEWLINE_TOKENNEWLINE_TOKENThat seems counter to the very definition of affirmative action.  By this criterion, the anti-Jewish laws in early Nazi Germany were affirmative action, as were the Catholic penal laws in England in the 18th century?",0
64,"`NEWLINE_TOKENNEWLINE_TOKEN:Excuse me, what ``name`` did I call you? `",0
65,"NEWLINE_TOKENNEWLINE_TOKEN::Hmmmnnn... I'm not entirely sure about that definition in the Webopedia. I haven't got any Computer Science reference material to hand but I've certainly seen, for example, plenty of computer hardware manufacturers advertising XXGb hard drives and meaning Gigabyte. However, I can live with it - I'd better change the abbreviation I use in the DVD article which led me here. 15:54 Apr 8, 2003 (UTC)",0
66,"  20:52 Apr 12, 2003 (UTC)",0
67,"NEWLINE_TOKENNEWLINE_TOKENOh the joy of nutters! Anyway, I see the Rachel Corrie photomontage shrine is back. -(",1
68,"`NEWLINE_TOKENNEWLINE_TOKEN``The WTC Towers were constructed almost entirely from steel coated in asbestos, and the attacks released dense clouds of dust into the air of Manhattan. Death usually follows asbestos inhalation only after fifteen years or more - so is possible that other victims of the attacks may die over the decades to come.``NEWLINE_TOKENI remember either the TV or newspaper specifically saying at the time that the WTC towers didn't contain asbestos, which account is incorrect?`",0
69,"NEWLINE_TOKENNEWLINE_TOKENWow! Quite long dispute. I know from specialist that former Iraqi president full name was Saddam Hussein at-Tikriti. (simplifying to western people first name, second name and surname). In mid-70's he resigned from at-Tikriti because many people used this name to help their careers (they called themselves at-Tikriti) and made call him just Saddam Hussein. This specialist (arabist from Poland) told that it is right to call former Iraqi president just Saddam because this is his name, Hussein and at-Tikriti are to help not to confuse him with other Saddam's.  15:54 Apr 21, 2003 (UTC)",1
70,"NEWLINE_TOKENNEWLINE_TOKENHi Mav, could you please look at the Irish Houses of Parliament. I put images to accompany my text on there. I know they are probably too big (I don't yet have the ability to shrink images yet -( ) but cropping them would cut off important bits of the image. Everyone seems very happy with the contents and images, but some browsers and screens may have problems due to their size. I trust you completely, having seen the standard of your work and would welcome any help you could give to make the images more screen-friendly. PS I hope no damage was done with that electrical storm. lol  22:59 May 10, 2003 (UTC)",0
71,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENThanks for the response. I thought that it would be along the lines of your interests because we often work on similar scopes of articles. I wish that it were because you always contribute to scholarly articles, especially ones with a socio-economic and socio-political dimension lacking in so many others, like Industrial Revolution in its present form. I'd be really happy to see you do a little on accumulation, and I'd be very happy to integrate it with the rest of the text as well. That's exactly what the article needed anyway, namely an analysis of economic processes. ",1
72,"NEWLINE_TOKENNEWLINE_TOKEN: You're probably right about the modern Greek dictionary. I would extend the period under consideration to between the second century BC to the second century CE, so as to include usage at the time when the Septuagint was translated. But realistically speaking, it probably makes no difference at all to the usage of parthenos, or if it does matter a hair either way the references we have won't be that specific. ",0
73,"NEWLINE_TOKENNEWLINE_TOKEN:Given that she's one of the triumvirate of Imperial Governors-General of the Conquered Territories, that shouldn't be hard....  16:49 May 15, 2003 (UTC)",0
74,"NEWLINE_TOKENNEWLINE_TOKEN:I like a good mystery! I think I've localized this (Lavia -> Latvia helped), and cleaned up a bit of language, though I have as yet no verification that either the estate or the stone exists.   20:00 20 May 2003 (UTC)",0
75,"NEWLINE_TOKENOops. I'd never even noticed the move page link before. No, I'm not an admin. Only been here a month. It seems longer. -) Anyway, I'll bear it in mind next time, but I'll let you decide if it's worth doing what you suggest in this instance.  08:57 21 May 2003 (UTC)",0
76,NEWLINE_TOKENNEWLINE_TOKEN:I am not sure what you mean. Are you saying overpopulation is not an issue of housing or transporation?   15:53 21 May 2003 (UTC),0
77,"`NEWLINE_TOKENNEWLINE_TOKEN:You wrote: ``South Jersey... isn't that anything below Newark?. ...``...NEWLINE_TOKENNow that's one I haven't heard yet.  My external site has a page devoted to this particular question.  I didn't take the northern extreme as far as Newark, but I did take the southern that way, because on the western of the two bridges that go over the Cape May Canal there is a sign in the dead center of the southbound side which shows a dividing line: the word ``Jersey`` in the middle, the word ``South on the left side and the word ``North`` on the right.  Very cute.  That makes South Jersey about 12 square miles.  00:21 25 May 2003 (UTC)`",0
78,"I think this page should include a reference to the important free Go-playing program GNU Go.NEWLINE_TOKENNEWLINE_TOKENIn the absence of Wikipedia pages describing Go++, Many Faces of Go and GNU Go, why not provide external links to pages describing these programs?",0
79,How is one to fix the problem with the Schopenhauer nested link? ,0
80,NEWLINE_TOKENNEWLINE_TOKEN::I just had a phone conversation with Steve Ignorant and asked him if it's true that Pete Wright was ever with Trapeze in 1976 before Crass in 1977. He said 'yes' it's true that Pete Wright worked with Trapeze in 1976.  ,0
81,"Well, it looks like manga for me, has those big eyes ), is black-and-white, takes place in Japan and google (http://directory.google.com/Top/Arts/Comics/Manga/Independent/Online_Manga/) also thinks it's a manga. TawNEWLINE_TOKEN",0
82,"`NEWLINE_TOKENNEWLINE_TOKENCorrected a couple of things: Social welfare policies most certainly don't ``mostly date to the 1980s``. It's difficult to tie them to any perticular decade. NEWLINE_TOKENNEWLINE_TOKENThere is not ``broad bipartisan support`` for the US alliance. There is broad support, yes, but also a long tradition of opposition. And the UK ties go back further and are still, perhaps, deeper. Then there is the trend to see Australia as part of Asia. And so on. This stuff should go back in, but suitably modified to reflect the actual mix of support - a task I don't feel like taking on tonight. Anyone game? `",0
83,"`  Heller is a good source.NEWLINE_TOKENNEWLINE_TOKENConcerning the ``Irgun`` versus ``Lehi`` question you raise, the confusion is resolved thus: when Stern broke away from the ``Irgun Zvai Leumi`` (National Military Organization) he named his new organization ````Irgun Zvai Leumi be-Yisrael`` (National Military Organization in Israel).  This is the ``Irgun`` in his letter.  It was only after Stern's death that the name ``Lohamei Herut Yisrael`` (Fighters for the Freedom of Israel) was adopted.`",0
84,"NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN===Deletion of a phrase ===NEWLINE_TOKENNEWLINE_TOKENLast week, a one-time Anon, 218.170.11.195 commented on the difference between the old and new census on the number of Taiwanese of Chinese ancestry:NEWLINE_TOKENNEWLINE_TOKEN: The disparity in the numbers may be due to racism, the understanding in Han families that children belong to the man and the need by later governments to forge greater ethnic ties to China. [emphasis added]NEWLINE_TOKENNEWLINE_TOKENHow does patriarchy play a role? Is it implying that Han fathers married aborginal women, whose children they had were claimed by the father and deemed by society to be father's only? This reason is not obvious and whose validity I cannot prove. It requires some elaborate explanations, but then, if so, it'd not fit in the basic intro of Taiwan. Perhaps in better fitted in Census of Taiwan or Demographics of Taiwan. And it requires serious rephrase. NEWLINE_TOKENNEWLINE_TOKEN 22:20 17 Jun 2003 (UTC)",0
85,NEWLINE_TOKENNEWLINE_TOKEN:His tone is interesting; I don't ever recall Jimbo ever giving him the authority to speak for Wikipedia. mav,1
86,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENAnother thought - is describing the word as a ``neologism`` superfluous, perhaps? I've always been an advocate of approaching writing a Wikipedia article as if everything you're writing about happened a thousand years ago and is ancient history, because it seems to me that's the proper style for an encyclopaedia, which is intended to be timeless and authoritative. ``Neologism`` is an inescapably relative word - *all* words are neologisms looked at from one perspective in time, soon after they are invented. (All the words Shakespeare invented would be neologisms if you lived in 1630, for instance). I sincerely hope this page will be around in some form in another hundred years, at which point homophobia will no longer be a neologism. I think it's probably sufficient simply to say when and by whom the term was coined. Comments? `",0
87,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENThe problem with this page, IMHO, is that it doesn't deal with INDIGENOUS people at all, but rather (for lack of a better word) PRIMITIVE people. As has been pointed out, there are many groups of people which are indigenous (whatever that means) to the areas in which they live but are not indigenous people in the sense the article is written (e.g. most of the inhabitants of the Old World!).NEWLINE_TOKENNEWLINE_TOKENI don't care how PC or relativist you are, there clearly is a difference between those cultures and societies which embrace and accept change from the outside and have joined the ``global mainstream``, and those which have not. As for those so-called ``indigenous people`` who have adopted modern ways, I'd make the argument that they're simply then no longer indigenous peoples (in the sense this article and the US uses the term, as misleading as it is).   05:52 25 Jun 2003 (UTC)`",1
